customer_id,gender,age,married,number_of_dependents,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_label,cltv
9430-NKQLY,Male,49,Yes,2,Yes,7,72,Offer A,Yes,27.93,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.1,1790.8,46.81,0,2010.96,3754.95,No,4185
0247-SLUJI,Male,37,Yes,3,Yes,2,1,None,Yes,34.28,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,19.7,0,0,34.28,53.980000000000004,No,2004
6483-OATDN,Male,47,Yes,1,Yes,7,8,None,Yes,10.36,No,Yes,DSL,20,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.3,411.6,15.02,0,82.88,479.46000000000004,No,2545
1293-HHSHJ,Female,61,No,0,No,0,35,Offer C,Yes,23.77,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,21.1,741,14.23,0,831.9499999999999,1558.7199999999998,No,5707
8610-ZIKJJ,Female,57,Yes,2,Yes,2,2,None,Yes,35.42,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,31.9,0,0,70.84,102.74000000000001,No,2843
7801-KICAO,Female,43,No,0,No,0,18,Offer D,Yes,11.36,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.15,1345.75,0,0,204.48,1550.23,No,5033
7673-LPRNY,Female,43,No,0,No,0,23,None,Yes,48.88,Yes,Yes,DSL,12,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.55,1843.05,19.63,0,1124.24,2947.66,No,3127
6060-QBMGV,Male,30,Yes,0,Yes,9,70,Offer A,Yes,3.51,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1433.8,45.47,0,245.7,1634.03,No,4442
7339-POGZN,Female,24,No,0,No,0,4,None,Yes,16.25,Yes,Yes,DSL,51,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.7,214.55,39.92,0,65,239.63,No,4288
2828-SLQPF,Male,53,No,0,No,0,19,None,Yes,29.52,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45,865.85,22.55,0,560.88,1404.18,No,4519
4465-VDKIQ,Female,61,No,0,No,0,18,None,Yes,19.93,No,Yes,Fiber Optic,26,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.8,1358.6,29.76,0,358.74,1687.58,No,4228
2558-BUOZZ,Male,51,No,0,No,0,47,Offer B,Yes,40.25,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94.8,4535.85,3.34,0,1891.75,6424.26,No,5022
9257-AZMTZ,Female,22,Yes,1,Yes,10,52,None,Yes,2.44,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1,1078.75,17.05,0,126.88,1188.58,No,4529
0003-MKNFE,Male,46,No,0,No,0,9,None,Yes,10.69,Yes,Yes,Cable,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,59.9,542.4,38.33,10,96.21,610.28,No,5414
0975-UYDTX,Female,46,Yes,0,Yes,1,26,Offer C,Yes,25.63,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,90.1,2312.55,47.79,0,666.38,2931.1400000000003,No,2068
4682-BLBUC,Male,19,Yes,0,Yes,1,44,None,Yes,29.61,No,Yes,DSL,48,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.95,3250.45,24.92,0,1302.84,4528.37,No,3678
0975-VOOVL,Female,34,No,0,No,0,3,None,No,0,No,Yes,DSL,22,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.2,98.5,0,0,0,98.5,No,4699
5968-VXZLG,Male,45,No,0,No,0,2,None,Yes,1.87,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,46.6,87.9,0,0,3.74,91.64,No,5096
5201-FRKKS,Male,53,No,0,No,0,25,Offer C,Yes,17.3,No,Yes,Fiber Optic,26,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.3,1952.25,40.54,0,432.5,2344.21,No,4815
5443-SCMKX,Female,49,Yes,0,Yes,1,58,None,Yes,21.38,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,94.3,5610.15,5.55,150,1240.04,6994.639999999999,No,6166
8295-KMENE,Female,33,Yes,1,No,0,59,None,Yes,13.27,Yes,Yes,DSL,15,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,76.45,4519.5,30.22,0,782.93,5272.21,No,5978
6738-ISCBM,Male,55,No,0,No,0,44,None,No,0,No,Yes,Cable,17,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,54,2440.25,5.47,0,0,2434.78,No,4256
9821-BESNZ,Male,43,No,0,No,0,66,Offer A,Yes,33.02,Yes,Yes,Fiber Optic,6,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.25,6860.6,44,0,2179.32,8995.92,No,4915
3678-MNGZX,Male,45,Yes,3,Yes,1,68,Offer A,Yes,35.89,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95,1377.7,28.98,0,2440.52,3789.24,No,4165
1335-NTIUC,Male,61,No,0,No,0,9,None,No,0,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,190.25,0,0,0,190.25,No,5473
2916-BQZLN,Male,29,No,0,No,0,19,None,Yes,11.42,Yes,Yes,Fiber Optic,41,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1651.95,49.38,0,216.98,1819.55,No,5157
4558-CGYCZ,Male,20,No,0,No,0,4,None,Yes,41.94,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,78.3,0,0,167.76,246.06,No,4987
2368-GAKKQ,Female,28,No,0,No,0,70,Offer A,Yes,17.32,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,7939.25,0,0,1212.4,9151.65,No,6424
8710-YGLWG,Male,44,No,0,No,0,1,Offer E,Yes,15.76,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.9,44.9,0,0,15.76,60.66,No,2451
3199-XGZCY,Female,51,No,0,No,0,8,None,Yes,18.82,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.25,576.7,0,0,150.56,727.26,No,2332
3785-KTYSH,Male,24,No,0,No,0,53,None,Yes,34.16,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.6,1279,37.68,0,1810.4799999999998,3051.7999999999997,No,4610
4063-EIKNQ,Male,33,Yes,2,Yes,1,11,None,Yes,15.73,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.95,267.35,18.17,0,173.03,422.21000000000004,No,4075
6993-YCOBK,Male,48,Yes,3,Yes,1,60,None,Yes,40.36,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.6,6586.85,36.38,80,2421.6,9052.07,No,5756
5206-HPJKM,Male,64,No,0,No,0,17,None,Yes,33.68,No,Yes,DSL,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.5,934.15,0,0,572.56,1506.71,No,3190
8393-JMVMB,Male,34,No,0,No,0,1,Offer E,Yes,29.15,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,19.45,0,0,29.15,48.599999999999994,No,2133
6036-TTFYU,Female,48,Yes,0,Yes,1,16,None,Yes,46.86,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,314.45,26.83,0,749.76,1037.38,No,4298
2550-AEVRU,Female,33,Yes,2,Yes,1,57,None,Yes,17.01,No,Yes,DSL,11,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.45,3053,0,0,969.57,4022.57,No,5660
0969-RGKCU,Male,31,Yes,1,Yes,1,37,None,Yes,43.68,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,677.05,29.21,0,1616.16,2264,No,5137
0378-CJKPV,Female,56,Yes,0,Yes,1,72,None,Yes,4.56,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,112.1,7965.95,18.88,0,328.32,8275.39,No,4272
1703-MGIAB,Female,53,No,0,No,0,17,None,Yes,5.49,Yes,Yes,DSL,14,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69,1108,33.67,0,93.33,1167.6599999999999,No,4439
4311-QTTAI,Female,63,No,0,No,0,16,None,Yes,40.95,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.35,295.55,0,0,655.2,950.75,No,2017
4318-RAJVY,Female,57,No,0,No,0,10,None,Yes,2.84,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8,198.25,0,0,28.4,226.65,No,5270
3612-YUNGG,Male,53,Yes,1,Yes,1,64,None,Yes,13.73,Yes,Yes,Fiber Optic,12,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.2,6741.15,17.3,0,878.72,7602.57,No,5543
2254-DLXRI,Female,33,No,0,No,0,1,Offer E,Yes,18,Yes,Yes,Fiber Optic,23,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,79.15,79.15,0,60,18,157.15,No,2742
5062-CJJKH,Male,63,Yes,3,Yes,1,25,None,Yes,36.17,No,Yes,DSL,53,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,53.65,1355.45,0,0,904.25,2259.7,No,5854
9028-LIHRP,Male,22,Yes,1,Yes,1,71,None,Yes,33.69,No,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,100.2,7209,0,0,2391.99,9600.99,No,5502
1053-MXTTK,Female,63,Yes,1,Yes,1,72,None,Yes,14.46,No,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.65,7726.35,0,0,1041.1200000000001,8767.470000000001,No,5730
1530-ZTDOZ,Female,57,Yes,0,Yes,6,49,None,No,0,No,Yes,Cable,11,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.65,2070.75,0,0,0,2070.75,No,5565
1301-LOPVR,Male,62,Yes,3,Yes,6,29,None,No,0,No,Yes,DSL,57,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,55.35,1636.95,0,0,0,1636.95,No,5138
0853-TWRVK,Male,59,Yes,0,Yes,5,72,None,Yes,6.15,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.6,7581.5,0,0,442.8,8024.3,No,5981
6212-ATMLK,Female,42,No,0,No,0,50,None,Yes,49.14,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.7,4729.75,0,140,2457,7326.75,No,4164
8200-LGKSR,Male,47,Yes,0,Yes,6,71,None,Yes,35.09,Yes,Yes,DSL,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,83.2,6126.1,0,0,2491.3900000000003,8617.490000000002,No,5350
0670-ANMUU,Male,47,No,0,No,0,71,None,Yes,16.57,Yes,Yes,Fiber Optic,5,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,97.65,6687.85,0,0,1176.47,7864.320000000001,No,5319
6897-RWMUB,Male,23,Yes,2,Yes,2,61,None,Yes,42.31,No,Yes,DSL,59,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,68.05,4158.25,0,0,2580.9100000000003,6739.16,No,4436
6999-CHVCF,Male,40,No,0,No,0,68,None,Yes,49.42,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.1,7149.35,0,0,3360.56,10509.91,No,5228
6134-KWTBV,Male,43,No,0,No,0,62,None,Yes,48.93,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.4,1429.65,0,0,3033.66,4463.3099999999995,No,5822
1077-HUUJM,Female,48,No,1,No,0,7,Offer E,Yes,28.5,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.05,472.65,0,10,199.5,682.15,No,4668
0895-LNKRC,Male,53,Yes,3,Yes,10,6,Offer E,Yes,1.57,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45,113.5,0,0,9.42,122.92,No,3461
8417-GSODA,Male,37,Yes,3,Yes,1,28,None,Yes,13.19,Yes,Yes,Fiber Optic,30,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,92.2,2568.15,0,0,369.32,2937.4700000000003,No,5116
5171-EPLKN,Male,27,No,0,No,0,27,None,Yes,47.65,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,470,0,0,1286.55,1756.55,No,2176
4452-QIIEB,Male,41,No,0,No,0,7,Offer E,Yes,30.04,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.9,278.4,0,0,210.28,488.67999999999995,No,3565
7820-ZYGNY,Male,33,No,0,No,0,63,None,Yes,9.21,Yes,Yes,Fiber Optic,28,No,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,90.45,5825.5,0,100,580.23,6505.73,No,4616
9677-AVKED,Female,55,No,2,No,0,53,None,Yes,14.54,Yes,Yes,Cable,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.6,4449.75,0,0,770.62,5220.37,No,4733
2227-JRSJX,Female,22,No,0,No,0,21,Offer D,Yes,6.12,No,Yes,Fiber Optic,51,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,1956.4,0,0,128.52,2084.92,No,5324
9847-HNVGP,Male,23,No,0,No,0,17,Offer D,Yes,25.91,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,310.6,0,0,440.47,751.07,No,2221
6696-YDAYZ,Male,30,Yes,2,Yes,3,16,Offer D,Yes,27.24,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,290.55,0,0,435.84,726.39,No,2856
8980-WQFWL,Female,61,No,0,No,0,35,None,Yes,2.15,No,Yes,DSL,7,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,62.1,2096.1,0,0,75.25,2171.35,No,5315
6506-EYCNH,Female,27,Yes,3,Yes,9,28,None,Yes,15.85,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.55,543.8,0,0,443.8,987.5999999999999,No,3948
4634-JLRJT,Female,30,No,0,No,0,1,Offer E,Yes,29.86,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.35,20.35,0,0,29.86,50.21,No,2183
9501-UKKNL,Male,43,No,0,No,0,59,None,No,0,No,Yes,DSL,7,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,51.7,3005.8,0,0,0,3005.8,No,6107
2560-QTSBS,Female,26,Yes,2,Yes,6,72,None,Yes,18.14,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,23.3,1623.15,0,0,1306.08,2929.23,No,4152
4795-WRNVT,Female,32,No,0,No,0,40,None,Yes,11.56,No,Yes,DSL,26,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65.1,2586,0,0,462.40000000000003,3048.4,No,3885
6080-TCMYC,Male,55,Yes,3,Yes,4,40,None,Yes,3.52,Yes,Yes,Fiber Optic,56,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.2,3292.3,0,0,140.8,3433.1000000000004,No,5370
7860-UXCRM,Male,22,Yes,2,Yes,9,63,None,Yes,42.17,No,Yes,DSL,73,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.5,4674.55,0,0,2656.71,7331.26,No,6382
6357-JJPQT,Female,48,No,0,No,0,3,None,Yes,26.86,No,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.5,232.35,0,0,80.58,312.93,No,2032
2292-XQWSV,Male,19,Yes,2,Yes,3,40,None,No,0,No,Yes,DSL,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.3,2448.5,0,0,0,2448.5,No,3724
9552-TGUZV,Male,57,Yes,0,Yes,8,8,Offer E,Yes,20.67,No,Yes,Fiber Optic,18,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75,658.1,0,0,165.36,823.46,No,5413
9643-YBLUR,Male,27,Yes,0,Yes,4,9,Offer E,Yes,26.03,Yes,Yes,Cable,59,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.05,653.95,0,0,234.27,888.22,No,2907
8734-FNWVH,Male,21,Yes,1,Yes,6,31,None,Yes,30.67,Yes,Yes,DSL,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.7,1825.5,0,0,950.7700000000001,2776.27,No,2425
9447-YPTBX,Female,30,Yes,0,Yes,1,50,None,Yes,28.1,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.85,943.1,0,0,1405,2348.1,No,4358
9026-LHEVG,Female,45,No,0,No,0,9,Offer E,No,0,No,Yes,DSL,21,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,40.75,359.4,0,20,0,379.4,No,2973
7011-CVEUC,Male,51,Yes,0,Yes,7,25,None,Yes,3.81,No,Yes,Fiber Optic,8,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.7,2338.35,0,0,95.25,2433.6,No,4535
7925-PNRGI,Female,51,Yes,2,Yes,9,45,Offer B,Yes,10.21,Yes,Yes,DSL,11,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,81.3,3541.1,0,0,459.45000000000005,4000.55,No,3111
1552-CZCLL,Female,31,Yes,1,Yes,4,55,Offer B,Yes,31.3,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,1087.25,0,0,1721.5,2808.75,No,4277
3038-PQIUY,Female,39,No,0,No,0,38,None,Yes,20.14,Yes,Yes,DSL,13,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.15,2522.4,0,0,765.32,3287.7200000000003,No,4933
9313-CDOGY,Male,40,Yes,2,Yes,3,38,None,Yes,24.16,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.6,717.3,0,0,918.08,1635.38,No,3854
8148-BPLZQ,Male,34,No,0,No,0,34,None,Yes,4.89,No,Yes,Cable,27,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.8,1734.2,0,70,166.26,1970.46,No,2711
2623-DRYAM,Female,19,Yes,0,No,0,70,None,Yes,19.88,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.75,7069.3,0,0,1391.6,8460.9,No,5596
9987-LUTYD,Female,20,No,0,No,0,13,Offer D,Yes,46.68,No,Yes,DSL,59,Yes,No,No,Yes,No,No,Yes,Yes,One Year,No,Credit Card,55.15,742.9,0,0,606.84,1349.74,No,3161
4488-KQFDT,Female,21,No,0,No,0,61,Offer B,Yes,15.44,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,6423,0,0,941.8399999999999,7364.84,No,4148
5693-PIPCS,Male,29,No,0,No,0,41,Offer B,Yes,21.64,No,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.65,4220.35,0,0,887.24,5107.59,No,2640
0491-KAPQG,Male,28,No,0,No,0,21,Offer D,Yes,28.54,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.7,1558.7,0,0,599.34,2158.04,No,2071
8039-EQPIM,Male,22,Yes,0,Yes,7,69,None,No,0,No,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,60.25,4055.5,0,120,0,4175.5,No,5717
3209-ZPKFI,Male,28,Yes,1,Yes,1,47,Offer B,Yes,39.25,Yes,Yes,DSL,26,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,54.25,2538.2,0,0,1844.75,4382.95,No,2320
6479-VDGRK,Female,46,Yes,1,No,0,72,None,Yes,36.13,No,Yes,Cable,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,6129.2,0,0,2601.36,8730.56,No,4456
3569-JFODW,Female,20,Yes,1,Yes,2,72,None,Yes,45.66,Yes,Yes,DSL,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.95,6652.45,0,0,3287.5199999999995,9939.97,No,5096
1591-XWLGB,Female,44,Yes,0,Yes,10,71,None,Yes,18.41,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1379.6,0,0,1307.11,2686.71,No,4121
0396-UKGAI,Male,25,No,3,No,0,23,Offer D,Yes,1.58,No,Yes,DSL,47,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,1284.2,0,0,36.34,1320.54,No,4028
3243-ZHOHY,Female,35,No,0,No,0,16,Offer D,Yes,20.65,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,296.15,0,0,330.4,626.55,No,5052
5186-EJEGL,Male,24,No,0,No,0,9,None,Yes,34.43,No,Yes,DSL,51,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,69.5,653.25,0,0,309.87,963.12,No,3628
7527-QNRUS,Male,33,Yes,3,Yes,8,17,Offer D,Yes,45.24,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.15,412.6,0,0,769.08,1181.68,No,3931
2203-GHNWN,Female,24,Yes,0,Yes,2,24,None,Yes,44.93,Yes,Yes,Fiber Optic,82,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,79.65,1928.7,0,0,1078.32,3007.02,No,3816
5296-PSYVW,Female,41,Yes,0,Yes,8,72,None,Yes,8.98,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.55,1750.7,0,0,646.5600000000001,2397.26,No,4169
6319-QSUSR,Female,57,No,1,No,0,11,Offer D,Yes,44.88,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,216.2,0,0,493.68,709.88,No,3838
0487-CRLZF,Female,58,No,0,No,0,49,Offer B,Yes,7.51,No,Yes,DSL,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.45,3721.9,0,0,367.99,4089.8900000000003,No,4517
9451-WLYRI,Female,50,Yes,0,Yes,5,53,Offer B,Yes,46.24,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.05,990.45,0,0,2450.7200000000003,3441.17,No,6160
8219-VYBVI,Male,52,No,3,No,0,39,None,Yes,49.95,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25,1004.35,0,0,1948.0500000000002,2952.4,No,4295
1991-VOPLL,Female,45,No,0,No,0,9,Offer E,Yes,31.28,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.05,157.65,0,0,281.52,439.16999999999996,No,3248
9738-QLWTP,Male,47,No,0,No,0,39,None,Yes,35.13,No,Yes,Fiber Optic,29,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,81.9,3219.75,0,0,1370.0700000000002,4589.82,No,3446
9419-IPPBE,Female,21,Yes,3,Yes,4,51,Offer B,Yes,19.9,Yes,Yes,Fiber Optic,59,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.15,4554.85,0,0,1014.9,5569.75,No,5692
0174-QRVVY,Male,21,Yes,2,Yes,2,71,None,Yes,9.2,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.35,1847.55,0,0,653.1999999999999,2500.75,No,5747
8106-GWQOK,Male,47,Yes,0,Yes,5,38,None,No,0,No,Yes,Cable,25,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60,2193.2,0,0,0,2193.2,No,2187
8751-EDEKA,Female,56,Yes,0,Yes,7,28,None,Yes,33.09,No,Yes,Fiber Optic,19,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.9,2433.5,0,0,926.5200000000001,3360.02,No,3676
6878-GGDWG,Female,57,Yes,0,Yes,1,32,None,Yes,12.35,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,641.15,0,0,395.2,1036.35,No,3846
8450-LUGUK,Female,40,Yes,1,Yes,5,37,None,Yes,44.68,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.1,861.85,0,0,1653.16,2515.01,No,3753
3604-WLABM,Female,41,No,0,No,0,10,Offer D,Yes,12.96,No,Yes,DSL,29,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.25,583,0,0,129.60000000000002,712.6,No,2253
0795-GMVQO,Male,36,Yes,0,Yes,1,67,None,Yes,23.13,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.9,7332.4,0,0,1549.71,8882.11,No,5416
2259-OUUSZ,Male,28,No,0,No,0,7,Offer E,No,0,No,Yes,DSL,48,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.5,249.55,0,0,0,249.55,No,5124
